Unnamed: 0,url,name,area,투자 단계,투자 금액,제작 년도,기업 소개,기업 정보,전체 내용
89,https://www.nextunicorn.kr/templates/ir-deck/detail/60f247eed99cc698,Astek Diagnostics,"헬스케어, 항생제, 정밀진단",시드투자,27.59억원,2023년,"Astek Diagnostics는 항생제 민감성 정밀 진단을 통해 생명을 구하는 기업으로, 요로 감염 및 다양한 감염성 질환에 대한 신속하고 정확한 진단 솔루션을 제공합니다.
이 회사는 고유의 기술인 지두 시스템을 통해 소변, 뇌척수액, 폐수, 혈액 등의 샘플을 분석하여 박테리아 감염 및 항생제 민감성을 1시간 이내에 검사할 수 있는 혁신적인 플랫폼을 개발하고 있습니다.","기업 한 줄 소개 : Astek Diagnostics는 항생제 민감성 정밀 진단을 통해 생명을 구하는 기업입니다.
참여 투자 기관 : She's Independent, Wexford scitech venture fund, National Science Foundation","IR자료에서 주목해야 할 핵심 Point
✅ 포괄적인 접근 방식 : 요로 감염 및 항생제 민감성을 1시간 이내에 검사 가능과 같이 솔루션의 포괄적인 접근 방식에 대해 잘 설명하고 있습니다.
✅ 솔루션의 중요성 : 투자자들에게 항생제 내성 문제와 감염성 질환의 신속한 진단 솔루션의 중요성을 강조합니다. 특히, 지두 시스템의 신속성과 정확성, 다양한 샘플 분석 기능이 투자자들에게 큰 신뢰를 줄 수 있습니다.
기업 정보
기업 한 줄 소개 : Astek Diagnostics는 항생제 민감성 정밀 진단을 통해 생명을 구하는 기업입니다.
참여 투자 기관 : She's Independent, Wexford scitech venture fund, National Science Foundation
Astek Diagnostics 소개
Astek Diagnostics는 항생제 민감성 정밀 진단을 통해 생명을 구하는 기업으로, 요로 감염 및 다양한 감염성 질환에 대한 신속하고 정확한 진단 솔루션을 제공합니다.
이 회사는 고유의 기술인 지두 시스템을 통해 소변, 뇌척수액, 폐수, 혈액 등의 샘플을 분석하여 박테리아 감염 및 항생제 민감성을 1시간 이내에 검사할 수 있는 혁신적인 플랫폼을 개발하고 있습니다."
90,https://www.nextunicorn.kr/templates/ir-deck/detail/3a14a0685e012685,클라우드스미스(Cloudsmith),"SaaS, 클라우드, 보안",시리즈 A,123억원,2021년,"소프트웨어 공급망 관리 솔루션을 제공하는 회사로, 클라우드 네이티브 환경에서의 패키지 관리와 DevOps를 지원합니다.
Cloudsmith는 소프트웨어 배포와 공급망의 복잡성을 줄이고, 보안과 품질을 향상시키며, 글로벌 인프라를 통해 개발자들이 더 효율적으로 작업할 수 있도록 돕고 있습니다.","기업 한 줄 소개 : 클라우드스미스는 소프트웨어 공급망 관리 솔루션을 제공하고 있습니다.
참여 투자 기관 : MMC Ventures, Tiger Global Management, Frontline Ventures, Techstart Ventures","IR자료에서 주목해야 할 핵심 Point
✅ 솔루션 문제점 정의 : 최신 소프트웨어의 복잡성 증가와 통제 범위의 한계로 인해 배포 속도와 품질, 안전성 간의 균형을 맞추기 어렵고, 소프트웨어 배포의 어려움과 공급망 공격의 위험이 증가하고 있다는 시장의 문제점을 잘 정리했습니다.
✅ 시장 진입 전략 : 중간 시장부터 대형 고객사까지 확장하여 지속 가능한 성장 동력을 만들고 있으며, 전략적 영업 및 계정 기반 마케팅(ABM)을 통해 타겟 고객을 집중 공략하고 있습니다.
✅ 성공사례 설명 : 다양한 고객들이 Cloudsmith의 솔루션을 통해 소프트웨어 공급망의 복잡성을 해결하고 효율성을 극대화한 사례를 보여줍니다.
기업 정보
기업 한 줄 소개 : 클라우드스미스는 소프트웨어 공급망 관리 솔루션을 제공하고 있습니다.
참여 투자 기관 : MMC Ventures, Tiger Global Management, Frontline Ventures, Techstart Ventures
클라우드스미스(Cloudsmith) 소개
소프트웨어 공급망 관리 솔루션을 제공하는 회사로, 클라우드 네이티브 환경에서의 패키지 관리와 DevOps를 지원합니다.
Cloudsmith는 소프트웨어 배포와 공급망의 복잡성을 줄이고, 보안과 품질을 향상시키며, 글로벌 인프라를 통해 개발자들이 더 효율적으로 작업할 수 있도록 돕고 있습니다."
91,https://www.nextunicorn.kr/templates/ir-deck/detail/bc790710c8d4b674,로보트리,"로보틱스, 3D, O2O",투자 진행중,투자 진행중,2024년,"로보트리는 로봇용 교구, 콘텐츠를 제작하여 판매하는 회사입니다. 사용자가 직접 로봇을 설계하고 제작할 수 있는 플랫폼을 개발하고 있습니다.
페이퍼토이는 종이로만 이루어진 페이퍼토이로, 움직임이 없는 여타 페이퍼토이와 다르게 내부에 다양한 기계적인 요소를 종이로 설계하여 구동할 수 있도록 개발했으며, 다양한 센서와 모터가 탑재되어있는 로빗 무대는 로빗과의 결합을 통해 프로그래밍으로 로빗을 제어할 수 있는 코딩 교육용 아두이노 로빗무대를 개발했습니다.","활용 기술 : 로보틱스
기업 한 줄 소개 : 종이제품 도면 설계 기술을 이용한 로봇 교육용 O2O 서비스 플랫폼 및 종이모듈 개발하는 기업입니다.
참여 투자 기관 : 비공개","IR자료에서 주목해야 할 핵심 Point
✅ 시장 추산
✅ 간결한 비즈니스 모델
✅ 가시성
투자자 추천 IR자료
시장 추산
- 바텀업(Bottom Up) 형태로 시장을 추산했습니다. 고객 군을 누구로 판단을 하고 있는지 및 해당 고객 당 기대하는 매출/수익 규모가 어떻게 되는지 등에 대한 논리 구조를 판단할 수 있었습니다.
간결한 비즈니스 모델
- 이후 변경될 여지는 있으나, 간결한 수익 모델은 투자자 관점에서 해당 사업의 수익성 판단하는데 용이한 것은 물론, 고객 입장에서도 해당 서비스 과금할만한 가치가 있는지 판단하는데 용이하다고 생각됩니다.
가시성
- 글을 적게 활용하여 가시성을 확보했습니다. 자료 읽는데 활용할 수 있는 시간이 제한된 만큼, 빠르게 훑어봐도 이해할 수 있는 디자인은 강점이라고 생각됩니다.
기업 정보
활용 기술 : 로보틱스
기업 한 줄 소개 : 종이제품 도면 설계 기술을 이용한 로봇 교육용 O2O 서비스 플랫폼 및 종이모듈 개발하는 기업입니다.
참여 투자 기관 : 비공개
로보트리 소개
로보트리는 로봇용 교구, 콘텐츠를 제작하여 판매하는 회사입니다. 사용자가 직접 로봇을 설계하고 제작할 수 있는 플랫폼을 개발하고 있습니다.
페이퍼토이는 종이로만 이루어진 페이퍼토이로, 움직임이 없는 여타 페이퍼토이와 다르게 내부에 다양한 기계적인 요소를 종이로 설계하여 구동할 수 있도록 개발했으며, 다양한 센서와 모터가 탑재되어있는 로빗 무대는 로빗과의 결합을 통해 프로그래밍으로 로빗을 제어할 수 있는 코딩 교육용 아두이노 로빗무대를 개발했습니다.
Rising Startup 2024 선정
스타트업 현직 VC 및 AC 투자심사역과 스타트업 업계 전문가가 참여하는 심사를 통해 우수한 평가를 받아 선정된 유망 스타트업입니다."
92,https://www.nextunicorn.kr/templates/ir-deck/detail/282c998a9b8d0664,슈퍼스케일(SuperScale),"게임관리서비스, 모바일게임최적화, 게임",시리즈 A,72.4억원,2023년,"SuperScale은 모바일 게임의 상업적 성과를 극대화하기 위해 전용 분석 플랫폼과 출판 서비스를 제공하는 게임 및 기술 전문 기업입니다. Legacy Game Management 서비스를 통해 오래된 게임을 현대 기준에 맞추어 최적화하고 업데이트하여 수익을 극대화합니다. 소유자는 지분 증가를 위해 수익을 공유하며 IP를 보유합니다.
게임 회사들이 게임 최적화를 통해 최대한의 잠재력을 발휘할 수 있도록 지원하는 플랫폼을 제공하며, 게임 데이터 분석과 인공지능/머신러닝 기술을 활용하여 게임의 수익성을 극대화하고, 최적화 전략을 통해 게임 시장에서 경쟁 우위를 확보할 수 있도록 돕습니다.","기업 한 줄 소개 : 슈퍼스케일은 레거시 게임 관리를 통해 모바일 게임 성공을 극대화하는 게임관리 서비스를 제공합니다.
참여 투자 기관 : 비공개","IR자료에서 주목해야 할 핵심 Point
✅ 데이터 기반 솔루션: 자체 데이터 플랫폼과 AI/ML 모듈을 통해 게임 최적화 인사이트를 제공하고 추가 매출을 창출하면서 데이터 기반의 솔루션을 제공하고 있습니다.
✅ 시장 전망과 플랫폼의 가치 : 2027년까지 게임 최적화 시장의 성장 가능성을 보여주고 있으며, 슈퍼스케일의 플랫폼은 데이터 모듈, AI 모듈 등을 통해 게임의 잠재력을 분석하고 도달할 수 있도록 지원하고 있습니다.
✅ 비즈니스 모델 : SaaS 모델과 레거시 게임 관리 전략을 통해 안정적인 수익을 창출하고 있으며, 구독 서비스와 수익 쉐어를 통해 이익을 취득하며, 장기 계약을 통해 안정적인 매출을 확보하고 있습니다.
기업 정보
기업 한 줄 소개 : 슈퍼스케일은 레거시 게임 관리를 통해 모바일 게임 성공을 극대화하는 게임관리 서비스를 제공합니다.
참여 투자 기관 : 비공개
슈퍼스케일(SuperScale) 소개
SuperScale은 모바일 게임의 상업적 성과를 극대화하기 위해 전용 분석 플랫폼과 출판 서비스를 제공하는 게임 및 기술 전문 기업입니다. Legacy Game Management 서비스를 통해 오래된 게임을 현대 기준에 맞추어 최적화하고 업데이트하여 수익을 극대화합니다. 소유자는 지분 증가를 위해 수익을 공유하며 IP를 보유합니다.
게임 회사들이 게임 최적화를 통해 최대한의 잠재력을 발휘할 수 있도록 지원하는 플랫폼을 제공하며, 게임 데이터 분석과 인공지능/머신러닝 기술을 활용하여 게임의 수익성을 극대화하고, 최적화 전략을 통해 게임 시장에서 경쟁 우위를 확보할 수 있도록 돕습니다."
93,https://www.nextunicorn.kr/templates/ir-deck/detail/26b9d94fe3c1b654,Geodesic.Life,"소셜임팩트, 돔하우스, 건축",시드투자,6.87억원,2024년,"Geodesic Life는 환경 친화적이고 재활용 가능한 건축 자재를 사용하여, 도시와 농촌 지역 간의 균형 있는 발전을 목표로 합니다. Geodesic Life의 돔 주택은 대마 콘크리트와 직교적층목재(CLPT)를 사용하여 건축되며, 탄소 배출을 최소화하고 지속 가능한 주거 환경을 제공합니다.","기업 한 줄 소개 : Geodesic Life는 농촌 개발을 위한 지속 가능한 사전 제작 돔 하우스를 제공하는 회사입니다.
참여 투자 기관 : 비공개","IR자료에서 주목해야 할 핵심 Point
✅ 시장 진입 전략 : 스웨덴 스톡홀름과 스칸디나비아 시장을 초기에 타겟으로 설정하여 안정된 건설 시장에서의 성장을 이뤄냈습니다.
✅ 경쟁력 있는 제품: 대마 콘크리트와 직교적층목재(CLPT)를 사용한 혁신적인 건축 방식으로 경쟁사 대비 우위를 점하고 있습니다.
✅ 다양한 서비스 범위: 주택 디자인, 사전 제작 키트, 컨설팅, 턴키 주택 등 다양한 서비스를 통해 농촌 지역 개발을 지원하고 있습니다.
기업 정보
기업 한 줄 소개 : Geodesic Life는 농촌 개발을 위한 지속 가능한 사전 제작 돔 하우스를 제공하는 회사입니다.
참여 투자 기관 : 비공개
Geodesic.Life 소개
Geodesic Life는 환경 친화적이고 재활용 가능한 건축 자재를 사용하여, 도시와 농촌 지역 간의 균형 있는 발전을 목표로 합니다. Geodesic Life의 돔 주택은 대마 콘크리트와 직교적층목재(CLPT)를 사용하여 건축되며, 탄소 배출을 최소화하고 지속 가능한 주거 환경을 제공합니다."
94,https://www.nextunicorn.kr/templates/ir-deck/detail/d3573e5a40615646,돌봄드림,"헬스케어, 소셜임팩트, 건강관리",투자 진행중,투자 진행중,2024년,"돌봄드림은 2020년 3월 법인 설립 후 KAIST 청년창업투자지주에서 투자를 받아 Pre-TIPS에 선정되었습니다. SK 행복나눔재단의 액셀러레이팅과 대전광역시 기술융합 소셜벤처 지원사업, AI 데이터 바우처 지원사업 등 다양한 사업을 통해 제품 개발과 파일럿 테스트를 진행하였습니다. 기술력과 진정성을 인정받아 여러 대회 수상과 투자, 지원 사업에 선정되었고 2020년 중소벤처기업부가 선정한 대표적인 우수 소셜 벤처 사례로 선정되기도 하였습니다.","활용 기술 : 빅데이터, 웨어러블디바이스, 사물지능(IoT)
기업 한 줄 소개 : (주)돌봄드림은 데이터 기반 올바른 건강 관리 가이드를 제시하는 멘탈헬스케어 스타트업입니다.
참여 투자 기관 : 벤처스퀘어, TIPS프로그램, 충청엔젤허브 개인투자조합, 대전창조경제혁신센터, SK행복나눔재단, 롯데벤처스, 한국사회투자","IR자료에서 주목해야 할 핵심 Point
✅ 성장성
✅ 간결한 비즈니스 모델
투자자 추천 IR자료
성장성
- 시니어 케어 (일명 실버 테크) 시장은 현재 국가 인구구조상 수요가 근시일 폭발적으로 성장할 것으로 기대되는 만큼, 성장성에 있어 거시 경제적 배경이 뒷받혀 주는 상황입니다.
- 데이터 수집을 시중 유통 기기에 의존한 경쟁사 대비 직접 스마트 기기를 개발하여 이를 통해 기존에 없던 데이터를 추가로 수집할 수 있어 경쟁사 대비 데이터 우위 선점하고 있습니다.
간결한 비즈니스 모델
- 디바이스 판매와 구독료 병합하는 것이 아니라, 구독료에 기기 값을 내포하여 한 가격으로 간결하게 정리하여 고객들에게 접근성 개선했습니다.
- 데이터 및 인공지능 등의 서비스에 대해 추가 과금의 여지를 통해 수익성을 더 높일 수 있는 여건이 존재합니다.
기업 정보
활용 기술 : 빅데이터, 웨어러블디바이스, 사물지능(IoT)
기업 한 줄 소개 : (주)돌봄드림은 데이터 기반 올바른 건강 관리 가이드를 제시하는 멘탈헬스케어 스타트업입니다.
참여 투자 기관 : 벤처스퀘어, TIPS프로그램, 충청엔젤허브 개인투자조합, 대전창조경제혁신센터, SK행복나눔재단, 롯데벤처스, 한국사회투자
(주)돌봄드림 소개
돌봄드림은 2020년 3월 법인 설립 후 KAIST 청년창업투자지주에서 투자를 받아 Pre-TIPS에 선정되었습니다. SK 행복나눔재단의 액셀러레이팅과 대전광역시 기술융합 소셜벤처 지원사업, AI 데이터 바우처 지원사업 등 다양한 사업을 통해 제품 개발과 파일럿 테스트를 진행하였습니다. 기술력과 진정성을 인정받아 여러 대회 수상과 투자, 지원 사업에 선정되었고 2020년 중소벤처기업부가 선정한 대표적인 우수 소셜 벤처 사례로 선정되기도 하였습니다.
HUGgy 소개
발달장애 아동의 상체를 압박시켜 불안증세를 완화시켜주는 공기압박조끼 HUGgy입니다. Deep Touch Pressure(심부 압박)란 발달장애 아동의 상체를 압박하여 부교감 신경을 자극해 안정감을 주는 효과로 쉽게 말해 발달장애 아동이 안아주는 듯한 느낌을 받아 불안증세를 완화하는 효과입니다. 이 Deep Touch Pressure 효과를 활용하여 만든 공기압박조끼가 바로 HUGgy입니다. HUGgy는 작동 방식에 따라 손펌프, 모터, 자동 작동으로 구분되며 ICT 기술을 활용하여 발달장애 아동의 상태를 실시간으로 모니터링하는 스마트 헬스케어 기기입니다.
Rising Startup 2024 선정
스타트업 현직 VC 및 AC 투자심사역과 스타트업 업계 전문가가 참여하는 심사를 통해 우수한 평가를 받아 선정된 유망 스타트업입니다."
95,https://www.nextunicorn.kr/templates/ir-deck/detail/4c3131e750dd0636,포스폴루션(Phospholutions),"솔루션, 애그테크, 비료",시리즈 A,134억원,2023년,"Phospholutions는 인(phosphorus) 기반 비료의 비효율성을 개선하여 환경적으로 지속 가능한 솔루션을 제공하는 회사입니다. 이 회사는 농업에서 사용되는 인 비료의 낭비를 줄이고, 농부들의 수익성을 높이며, 환경 오염을 감소시키는 혁신적인 제품을 개발하고 있습니다. Phospholutions의 주력 제품인 리조소브(Rizolve)는 기존 비료보다 인 활용 효율을 크게 향상시키며, 수확량을 유지하거나 증가시키면서도 인 사용량을 절반으로 줄일 수 있는 기술을 제공합니다.","기업 한 줄 소개 : 인(phosphorus) 기반 비료의 비효율성을 개선하여 환경적으로 지속 가능한 솔루션을 제공하는 회사입니다.
참여 투자 기관 : Advantage Capital, Continental Grain Company, 1855 Capital Partners, Maumee Ventures","IR자료에서 주목해야 할 핵심 Point
✅ 혁신적인 기술: 리조소브는 특허받은 비료 첨가제를 통해 생산 과정에서 효율성을 극대화하고, 비료 사용의 탄소 배출을 51%, 환경 배출을 58% 절감할 수 있는 혁신적인 기술을 보유하고 있습니다.
✅ 시장의 기회: 글로벌 인 시장은 2025년까지 700억 달러 규모로 성장할 것으로 예상되며, 이는 Phospholutions가 성장할 수 있는 기회가 있다는 것을 알 수 있습니다.
✅ 환경적 지속 가능성: Phospholutions의 솔루션은 인 비료의 사용을 줄이면서도 수확량을 유지하여, 농부들에게 경제적 이익을 제공함과 동시에 환경 보호에 기여한다는 점을 알 수 있습니다.
기업 정보
기업 한 줄 소개 : 인(phosphorus) 기반 비료의 비효율성을 개선하여 환경적으로 지속 가능한 솔루션을 제공하는 회사입니다.
참여 투자 기관 : Advantage Capital, Continental Grain Company, 1855 Capital Partners, Maumee Ventures
포스폴루션(Phospholutions) 소개
Phospholutions는 인(phosphorus) 기반 비료의 비효율성을 개선하여 환경적으로 지속 가능한 솔루션을 제공하는 회사입니다. 이 회사는 농업에서 사용되는 인 비료의 낭비를 줄이고, 농부들의 수익성을 높이며, 환경 오염을 감소시키는 혁신적인 제품을 개발하고 있습니다. Phospholutions의 주력 제품인 리조소브(Rizolve)는 기존 비료보다 인 활용 효율을 크게 향상시키며, 수확량을 유지하거나 증가시키면서도 인 사용량을 절반으로 줄일 수 있는 기술을 제공합니다."
96,https://www.nextunicorn.kr/templates/ir-deck/detail/f6e5e214e1e54628,둘라(Doola),"핀테크, 소프트웨어, B2B",시리즈 A,126억원,2022년,"둘라는 EIN, 미국 주소, 은행 계좌, 세금 신고를 포함한 지원을 통해 글로벌 기업가가 미국 사업을 시작할 수 있도록 돕습니다. 둘라는 칠레 출신 미국 이민자인 Dropbox의 전 성장 제품 관리자인 Arjun Mahadevan과 풀 스택 JP Pincheira가 이끌고 있습니다.
Doola의 ""비즈니스 스타터 박스""는 법인 설립, 납세자 번호 발급, 은행 계좌 개설, 세금 신고, 주법 준수 등 창업에 필요한 모든 과정을 포괄합니다. Doola는 창업자들에게 필요한 모든 솔루션을 하나의 플랫폼에서 제공하여 창업 과정을 간소화하고, 외국인 창업자들이 미국 시장에 쉽게 진입할 수 있도록 돕고 있습니다.","기업 한 줄 소개 : Doola는 외국인 창업자들이 미국에서 기업을 설립하고 운영할 수 있도록 다양한 서비스를 제공하는 회사입니다.
참여 투자 기관 : HubSpot Ventures, Nexus Venture Partners","IR자료에서 주목해야 할 핵심 Point
✅ 포괄적인 창업 지원: Doola의 비즈니스 스타터 박스는 법인 설립부터 세금 신고까지 모든 과정을 포함하여 창업자가 필요한 모든 서비스를 제공합니다.
✅ 확장성 있는 비즈니스 모델: 초기 법인 설립 서비스에서 출발하여 다양한 재무적 서비스로 확장을 계획하고 있습니다. 통합 핀테크 플랫폼으로의 성장을 목표로 하여 확장성있는 비즈니스 모델을 보유하고 있다는 점을 알 수 있습니다.
✅ 큰 시장 기회: 외국인 창업자들을 대상으로 하는 서비스만으로도 $45억의 시장 규모를 예상하고 있습니다. 이는 Doola의 비즈니스 모델이 매우 큰 성장 잠재력을 가지고 있는 것을 알 수 있습니다.
기업 정보
기업 한 줄 소개 : Doola는 외국인 창업자들이 미국에서 기업을 설립하고 운영할 수 있도록 다양한 서비스를 제공하는 회사입니다.
참여 투자 기관 : HubSpot Ventures, Nexus Venture Partners
둘라(Doola) 소개
둘라는 EIN, 미국 주소, 은행 계좌, 세금 신고를 포함한 지원을 통해 글로벌 기업가가 미국 사업을 시작할 수 있도록 돕습니다. 둘라는 칠레 출신 미국 이민자인 Dropbox의 전 성장 제품 관리자인 Arjun Mahadevan과 풀 스택 JP Pincheira가 이끌고 있습니다.
Doola의 ""비즈니스 스타터 박스""는 법인 설립, 납세자 번호 발급, 은행 계좌 개설, 세금 신고, 주법 준수 등 창업에 필요한 모든 과정을 포괄합니다. Doola는 창업자들에게 필요한 모든 솔루션을 하나의 플랫폼에서 제공하여 창업 과정을 간소화하고, 외국인 창업자들이 미국 시장에 쉽게 진입할 수 있도록 돕고 있습니다."
97,https://www.nextunicorn.kr/templates/ir-deck/detail/ad1874d43478d613,다겸,"스마트팩토리, AI, 반도체",투자 진행중,투자 진행중,2024년,"자사 제품 다겸아이킷은 미세공정이 요구되는 반도체, 렌즈, 디스플레이공장등에 카메라를 판매하고 있습니다. 자사 카메라는 AI기능이 탑재되어 있는 NVR CCTV로 0,1mm 이내의 미세한 오차를 10ms 이내의 고속 모션동작에서 잡아냅니다 IT솔루션의 고도화를 통해 셀러의 수익을 증대하고, 인플루언서들과 자사브랜드 런칭을 확대하여 더욱 스케일업할 예정입니다.","활용 기술 : 딥러닝, 데이터마이닝, 빅데이터
기업 한 줄 소개 : 다겸은 반도체 전공정에 특화된 AI 기반 스마트 팩토리 예지보전 솔루션을 개발합니다.
참여 투자 기관 : JCH인베스트먼트, TIPS프로그램, 씨엔티테크, 벤처스퀘어","IR자료에서 주목해야 할 핵심 Point
✅ 성장성이 높은 비전
✅ 확장성
투자자 추천 IR자료
성장성이 높은 비전
- 성장성이 높은 머신비전 시장에서 우수한 기술력을 바탕으로 매출 및 영업이익을 달성하고 있다는 점에서 매우 긍정적으로 평가됩니다.
- 최근 화두가 되고 각광을 받고 있는 로보틱스 영역에서 필수적인 기술로 보고 있는 컴퓨터 비전과 해당되는 AI 기술에 있어 기술력을 보유하고 있고 경쟁력 있다는 점은 매우 고무적입니다.
확장성
- 반도체 주요 8공정 내에 모두 적용이 가능하다는 점에서, 해당 시장 내 침투 가능성이 높다고 보여집니다. 또한 2차전지,디스플레이 시장으로의 확장성도 용이해 보입니다.
기업 정보
활용 기술 : 딥러닝, 데이터마이닝, 빅데이터
기업 한 줄 소개 : 다겸은 반도체 전공정에 특화된 AI 기반 스마트 팩토리 예지보전 솔루션을 개발합니다.
참여 투자 기관 : JCH인베스트먼트, TIPS프로그램, 씨엔티테크, 벤처스퀘어
다겸 소개
자사 제품 다겸아이킷은 미세공정이 요구되는 반도체, 렌즈, 디스플레이공장등에 카메라를 판매하고 있습니다. 자사 카메라는 AI기능이 탑재되어 있는 NVR CCTV로 0,1mm 이내의 미세한 오차를 10ms 이내의 고속 모션동작에서 잡아냅니다 IT솔루션의 고도화를 통해 셀러의 수익을 증대하고, 인플루언서들과 자사브랜드 런칭을 확대하여 더욱 스케일업할 예정입니다.
다겸아이킷 소개
다겸아이킷은 반도체 전공정을 타깃으로한 미세공정 불량탐지 카메라입니다. AI 기반으로 불량을 탐지합니다. 0.1mm이내의 초미세 오차를 탐지하고, 10ms 이내의 고속 모션단계서의 오차를 탐지하며, 인터넷 폐쇄망 구조에서 쿠버네티스 서버구조를 활용하여 300대 카메라를 동시에 관제할 수 있습니다.
Rising Startup 2024 선정
스타트업 현직 VC 및 AC 투자심사역과 스타트업 업계 전문가가 참여하는 심사를 통해 우수한 평가를 받아 선정된 유망 스타트업입니다."
98,https://www.nextunicorn.kr/templates/ir-deck/detail/3f985482cbd83605,코텍스(Qortex),"콘텐츠, AI, 비디오분석",시드투자,134억원,2023년,"Qortex는 지능형 비디오 분석 기업으로, 영상 콘텐츠를 의미 있는 경험으로 전환시키는 플랫폼을 제공합니다. AI 기술을 활용하여 대규모 비디오를 신속하고 정확하게 검색, 분류, 연관시키고, 관리할 수 있습니다. 기업은 이를 통해 광고 삽입, 최적의 시청 경험, 다양한 채널과 순간에서의 수익화를 실현할 수 있습니다.","기업 한 줄 소개 : Qortex는 브랜드가 웹, CTV 및 게임 내 비디오 콘텐츠를 배포하도록 돕는 지능형 비디오 분석 회사입니다.
참여 투자 기관 : GFT Ventures, MassChallenge Switzerland, Quake Capital Partners","기업 정보
기업 한 줄 소개 : Qortex는 브랜드가 웹, CTV 및 게임 내 비디오 콘텐츠를 배포하도록 돕는 지능형 비디오 분석 회사입니다.
참여 투자 기관 : GFT Ventures, MassChallenge Switzerland, Quake Capital Partners
코텍스(Qortex)소개
Qortex는 지능형 비디오 분석 기업으로, 영상 콘텐츠를 의미 있는 경험으로 전환시키는 플랫폼을 제공합니다. AI 기술을 활용하여 대규모 비디오를 신속하고 정확하게 검색, 분류, 연관시키고, 관리할 수 있습니다. 기업은 이를 통해 광고 삽입, 최적의 시청 경험, 다양한 채널과 순간에서의 수익화를 실현할 수 있습니다."
99,https://www.nextunicorn.kr/templates/ir-deck/detail/34196820f3ac85f5,이퀄스(Equals),"AI, 데이터, 스프레드시트",시리즈 A,214억원,2022년,"Equals는 그 어떤 데이터베이스에 연동, 버전 관리, 협업이 모두 가능한 유일한 스프레드시트 솔루션입니다. 엑셀을 통한 기초 기능(시트 변환, 피벗테이블), 데이터 연동(쿼리빌더, SQL연동), 동시 뷰어 등의 기능을 제공하고 있습니다. 스프레드 시트를 통해 데이터 분석을 할 수 있도록 최적의 솔루션으로 만들어 가고 있습니다.","기업 한 줄 소개 : Equals는 차세대 스프레드시트를 구축하고 있는 스타트업입니다.
참여 투자 기관 : Andreessen Horowitz, Craft Ventures","기업 정보
기업 한 줄 소개 : Equals는 차세대 스프레드시트를 구축하고 있는 스타트업입니다.
참여 투자 기관 : Andreessen Horowitz, Craft Ventures
이퀄스(Equals)소개
Equals는 그 어떤 데이터베이스에 연동, 버전 관리, 협업이 모두 가능한 유일한 스프레드시트 솔루션입니다. 엑셀을 통한 기초 기능(시트 변환, 피벗테이블), 데이터 연동(쿼리빌더, SQL연동), 동시 뷰어 등의 기능을 제공하고 있습니다. 스프레드 시트를 통해 데이터 분석을 할 수 있도록 최적의 솔루션으로 만들어 가고 있습니다."
